date,station_name,station_id,start_snow_water,start_snow_depth,max_temp_mean,min_temp_mean,start,end,latitude,longitude,elev,county,mon,avg_temp,year,rank
2002-08-15,Jones Pass,970,0,0,66,40.6,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Aug,220.5,2002,5
1992-07-01,Lake Eldora,564,0,NA,55,45.6,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Jul,57,1992,18
1993-05-01,Lake Eldora,564,11.1,NA,41,30.2,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,May,42,1993,19
1993-05-15,Lake Eldora,564,0.5,NA,49,30.2,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,May,47.5,1993,12
1993-08-15,Lake Eldora,564,0,NA,55,39.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Aug,54,1993,31
2005-01-15,Lake Eldora,564,5.8,25,41,10.4,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Jan,33.5,2005,19.5
2007-08-01,Lake Eldora,564,0,NA,70,39.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Aug,61.5,2007,31
2007-11-01,Lake Eldora,564,0,0,48,22.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Nov,40.5,2007,44.5
2012-04-15,Lake Eldora,564,0.4,2,53,22.6,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Apr,43,2012,30
2012-06-15,Lake Eldora,564,0,0,75,37.9,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Jun,63.5,2012,33.5
2013-09-01,Lake Eldora,564,0,0,63,35.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Sep,56,2013,18.5
2014-12-01,Lake Eldora,564,3.1,12,42,14.1,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Dec,34.5,2014,29
2015-02-01,Lake Eldora,564,7.1,27,41,15.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Feb,34,2015,27
2015-10-01,Lake Eldora,564,0,0,61,30.3,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Oct,51,2015,28
2016-11-01,Lake Eldora,564,0,0,52,22.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Nov,43.5,2016,17.5
2017-02-01,Lake Eldora,564,10.9,39,41,15.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Feb,33.5,2017,40.5
2017-03-15,Lake Eldora,564,13.4,39,49,20.4,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Mar,41,2017,20.5
2017-09-01,Lake Eldora,564,0,0,68,35.8,1978-10-01,2018-05-09,39.94,-105.59,9699,Gilpin,Sep,58,2017,35.5
1993-07-01,Lake Irene,565,0,NA,40,38.8,1978-10-01,2018-05-09,40.41,-105.82,10696,Grand,Jul,48.5,1993,20
1993-08-01,Lake Irene,565,0,NA,-4,38.1,1978-10-01,2018-05-09,40.41,-105.82,10696,Grand,Aug,61,1993,9
1993-08-15,Lake Irene,565,0,NA,-14,38.1,1978-10-01,2018-05-09,40.41,-105.82,10696,Grand,Aug,63.5,1993,8
2007-11-15,Lake Irene,565,1.8,7,42,11.2,1978-10-01,2018-05-09,40.41,-105.82,10696,Grand,Nov,190,2007,6
1988-10-15,Lily Pond,580,0,NA,87,32,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Oct,64,1988,28
1988-11-01,Lily Pond,580,0,NA,71,22.7,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Nov,52,1988,44.5
1989-04-15,Lily Pond,580,20.1,NA,105,24.1,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Apr,72.5,1989,10
1989-05-01,Lily Pond,580,8.1,NA,114,31.5,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,May,81,1989,10.5
1989-05-15,Lily Pond,580,0,NA,114,31.5,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,May,90.5,1989,9
1989-06-01,Lily Pond,580,0,NA,120,42,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Jun,106.5,1989,9
1989-06-15,Lily Pond,580,0,NA,122,42,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Jun,122,1989,8
1989-07-01,Lily Pond,580,0,NA,122,45.4,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Jul,122,1989,10.5
1989-07-15,Lily Pond,580,0,NA,122,45.4,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Jul,122,1989,10.5
1989-08-01,Lily Pond,580,0,NA,64,43.1,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Aug,60.5,1989,17.5
1993-08-01,Lily Pond,580,0,NA,-60,43.1,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Aug,72,1993,6.5
1993-08-15,Lily Pond,580,0,NA,-60,43.1,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Aug,72,1993,6.5
1993-09-01,Lily Pond,580,0,NA,-8,39.8,1979-10-01,2018-05-09,37.38,-106.55,10998,Conejos,Sep,62,1993,3
1999-11-01,Lost Dog,940,0.2,1,53,22.4,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Nov,43,1999,44.5
2000-08-01,Lost Dog,940,0,5,77,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,65,2e3,31
2003-05-15,Lost Dog,940,22.7,46,63,35.7,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,May,53,2003,19
2003-07-01,Lost Dog,940,0,0,76,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,65.5,2003,31
2003-08-01,Lost Dog,940,0,NA,77,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,65.5,2003,23
2005-07-15,Lost Dog,940,0,NA,73,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,64,2005,31
2006-05-15,Lost Dog,940,12.2,20,60,35.7,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,May,51,2006,27.5
2006-07-15,Lost Dog,940,0,NA,75,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,65.5,2006,24.5
2006-08-01,Lost Dog,940,0,0,160,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,294,2006,2
2006-09-01,Lost Dog,940,0,NA,235,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,141.5,2006,35.5
2006-10-01,Lost Dog,940,0,NA,169,34.1,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Oct,104.5,2006,41
2007-03-01,Lost Dog,940,19.2,70,264,20.9,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Mar,152.5,2007,8
2007-04-15,Lost Dog,940,20,43,263,27.9,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Apr,148.5,2007,17.5
2007-06-15,Lost Dog,940,0,NA,188,43.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jun,122.5,2007,15
2007-07-01,Lost Dog,940,0,NA,141,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,98.5,2007,24.5
2007-07-15,Lost Dog,940,0,NA,75,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,65.5,2007,24.5
2007-08-01,Lost Dog,940,0,NA,72,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,63.5,2007,19.5
2007-09-01,Lost Dog,940,0,NA,66,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,57,2007,35.5
2007-11-01,Lost Dog,940,0,NA,47,22.4,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Nov,40,2007,44.5
2008-06-15,Lost Dog,940,0,NA,69,43.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jun,61,2008,27
2008-07-15,Lost Dog,940,0,NA,73,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,64.5,2008,24.5
2008-08-01,Lost Dog,940,0,NA,69,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,61,2008,31
2009-05-15,Lost Dog,940,15.1,21,58,35.7,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,May,51,2009,15
2009-09-01,Lost Dog,940,0,0,66,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,58.5,2009,9.5
2010-07-15,Lost Dog,940,0,NA,73,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,65,2010,20
2010-09-15,Lost Dog,940,0,NA,67,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,58.5,2010,12
2010-10-01,Lost Dog,940,0,0,57,34.1,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Oct,49.5,2010,21
2011-07-15,Lost Dog,940,0,0,71,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,63,2011,31
2011-08-01,Lost Dog,940,0,0,69,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,61,2011,31
2011-08-15,Lost Dog,940,0,0,72,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,63.5,2011,19.5
2012-06-15,Lost Dog,940,0,0,73,43.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jun,64.5,2012,17
2012-07-15,Lost Dog,940,0,0,72,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,63,2012,36.5
2012-08-01,Lost Dog,940,0,0,71,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,62.5,2012,23
2013-06-15,Lost Dog,940,0,0,70,43.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jun,61,2013,33.5
2013-09-01,Lost Dog,940,0,0,70,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,59,2013,35.5
2014-05-15,Lost Dog,940,24.6,47,60,35.7,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,May,52,2014,15
2014-07-01,Lost Dog,940,0,0,72,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,63,2014,36.5
2014-07-15,Lost Dog,940,0,0,70,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,62,2014,36.5
2014-09-15,Lost Dog,940,0,0,63,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,55.5,2014,35.5
2014-12-01,Lost Dog,940,4.9,20,39,15.6,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Dec,34,2014,20.5
2015-02-01,Lost Dog,940,10.9,35,40,16.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Feb,34,2015,18.5
2015-03-15,Lost Dog,940,17.4,51,48,20.9,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Mar,40.5,2015,20.5
2015-04-15,Lost Dog,940,14.8,33,48,27.9,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Apr,40.5,2015,30
2015-06-15,Lost Dog,940,0,0,72,43.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jun,64,2015,17
2015-08-01,Lost Dog,940,0,0,69,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,61,2015,31
2015-09-01,Lost Dog,940,0,0,64,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,56,2015,35.5
2015-10-01,Lost Dog,940,0,0,60,34.1,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Oct,52.5,2015,16
2016-06-15,Lost Dog,940,0,0,71,43.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jun,62,2016,27
2016-09-01,Lost Dog,940,0,0,64,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,56,2016,35.5
2016-11-01,Lost Dog,940,0.2,2,52,22.4,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Nov,45,2016,9
2017-02-01,Lost Dog,940,20.5,63,37,16.3,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Feb,31.5,2017,40.5
2017-03-15,Lost Dog,940,29.2,65,48,20.9,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Mar,41.5,2017,12
2017-07-15,Lost Dog,940,0,0,68,50.5,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Jul,62,2017,24.5
2017-08-15,Lost Dog,940,0,0,70,49.8,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Aug,62,2017,23
2017-09-01,Lost Dog,940,0,0,69,41,1998-08-01,2018-05-09,40.82,-106.75,9318,Routt,Sep,60.5,2017,8
1995-05-01,Mancos,905,21.5,NA,46,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,44,1995,27.5
1995-12-01,Mancos,905,0,NA,42,10.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Dec,34,1995,45
1996-10-01,Mancos,905,0,NA,60,28.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Oct,50,1996,41
1999-11-01,Mancos,905,0,NA,56,18.2,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Nov,46,1999,13
2000-05-15,Mancos,905,0,NA,63,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,52,2e3,38.5
2002-04-01,Mancos,905,3.4,NA,52,20.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Apr,42.5,2002,30
2002-06-15,Mancos,905,0,NA,75,39.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jun,64,2002,27
2003-05-15,Mancos,905,0,NA,64,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,54,2003,15
2003-07-01,Mancos,905,0,0,80,46.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jul,67.5,2003,31
2005-05-15,Mancos,905,11.1,22,65,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,54,2005,19
2007-06-15,Mancos,905,0,0,71,39.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jun,62.5,2007,22
2007-09-01,Mancos,905,0,0,65,36.3,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Sep,56.5,2007,35.5
2007-11-01,Mancos,905,0,1,52,18.2,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Nov,44.5,2007,10.5
2008-06-15,Mancos,905,0,0,68,39.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jun,60,2008,33.5
2009-01-15,Mancos,905,10.8,33,39,8.8,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jan,32,2009,24.5
2009-05-01,Mancos,905,0,0,57,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,49.5,2009,27.5
2009-05-15,Mancos,905,0,NA,57,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,49.5,2009,27.5
2009-11-01,Mancos,905,0.5,0,47,18.2,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Nov,41,2009,17.5
2010-09-15,Mancos,905,0,0,65,36.3,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Sep,57.5,2010,12
2010-10-01,Mancos,905,0,0,58,28.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Oct,49.5,2010,28
2010-12-01,Mancos,905,3.9,23,43,10.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Dec,36,2010,20.5
2012-01-01,Mancos,905,4.4,18,40,8.8,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jan,32,2012,31
2012-04-15,Mancos,905,1,5,54,20.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Apr,45.5,2012,11
2012-05-15,Mancos,905,0,0,60,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,51,2012,27.5
2012-06-15,Mancos,905,0,0,72,39.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jun,63.5,2012,19
2012-08-01,Mancos,905,0,0,70,43.3,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Aug,61.5,2012,31
2012-11-15,Mancos,905,1.1,5,46,18.2,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Nov,39.5,2012,44.5
2013-09-01,Mancos,905,0,0,64,36.3,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Sep,56.5,2013,18.5
2014-01-15,Mancos,905,4.3,20,41,8.8,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jan,32.5,2014,31
2014-05-15,Mancos,905,0,0,59,30.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,May,50.5,2014,27.5
2014-10-15,Mancos,905,0,0,55,28.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Oct,47.5,2014,41
2014-12-01,Mancos,905,1.4,10,40,10.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Dec,33.5,2014,29
2015-01-15,Mancos,905,6.1,32,41,8.8,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jan,33,2015,24.5
2015-02-01,Mancos,905,6.2,30,46,9.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Feb,38,2015,13
2015-03-15,Mancos,905,8.9,30,49,14.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Mar,41.5,2015,15
2015-06-15,Mancos,905,0,0,71,39.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jun,63.5,2015,17
2015-09-01,Mancos,905,0,0,63,36.3,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Sep,55.5,2015,35.5
2015-10-01,Mancos,905,0,0,58,28.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Oct,50.5,2015,18.5
2016-02-15,Mancos,905,16.3,44,43,9.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Feb,35.5,2016,18.5
2016-06-15,Mancos,905,0,0,70,39.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jun,62,2016,22
2016-10-15,Mancos,905,0,0,55,28.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Oct,48.5,2016,21
2016-11-01,Mancos,905,0,0,50,18.2,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Nov,43,2016,13
2017-02-01,Mancos,905,20.7,65,41,9.6,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Feb,35.5,2017,13
2017-03-15,Mancos,905,22.9,53,48,14.7,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Mar,40.5,2017,20.5
2017-06-15,Mancos,905,0,0,73,39.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jun,63.5,2017,22
2017-09-01,Mancos,905,0,0,68,36.3,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Sep,59.5,2017,9.5
2017-11-01,Mancos,905,0,0,47,18.2,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Nov,40,2017,44.5
2017-11-15,Mancos,905,0,0,49,18.2,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Nov,41,2017,44.5
2017-12-01,Mancos,905,0,0,43,10.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Dec,35,2017,29
2018-01-01,Mancos,905,0.4,2,41,8.8,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Jan,33.5,2018,19.5
2018-04-15,Mancos,905,0,0,49,20.5,1994-08-01,2018-05-09,37.43,-108.17,9997,Montezuma,Apr,41,2018,30
1987-04-15,Mc Clure Pass,618,13.8,NA,60,25.9,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Apr,46.5,1987,30
1999-11-01,Mc Clure Pass,618,0,NA,59,23.1,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Nov,46,1999,44.5
2001-04-15,Mc Clure Pass,618,14.8,NA,56,25.9,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Apr,44.5,2001,30
2003-05-15,Mc Clure Pass,618,5.8,NA,69,32.6,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,May,55.5,2003,27.5
2005-01-15,Mc Clure Pass,618,14.2,58,42,15.7,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Jan,34,2005,19.5
2005-05-15,Mc Clure Pass,618,11.3,21,66,32.6,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,May,54.5,2005,19
2006-05-15,Mc Clure Pass,618,0,NA,66,32.6,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,May,54,2006,27.5
2007-04-15,Mc Clure Pass,618,11.1,23,55,25.9,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Apr,44,2007,30
2007-06-15,Mc Clure Pass,618,0,2,75,40.7,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Jun,63.5,2007,33.5
2007-08-01,Mc Clure Pass,618,0,18,72,44.8,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Aug,62.5,2007,31
2007-09-01,Mc Clure Pass,618,0,19,70,39.8,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Sep,59,2007,35.5
2007-11-01,Mc Clure Pass,618,0,1,54,23.1,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Nov,44,2007,26.5
2009-04-15,Mc Clure Pass,618,22.2,44,52,25.9,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Apr,42.5,2009,30
2009-05-15,Mc Clure Pass,618,0,NA,61,32.6,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,May,51,2009,38.5
2009-09-01,Mc Clure Pass,618,0,0,69,39.8,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Sep,58.5,2009,35.5
2009-11-01,Mc Clure Pass,618,1.1,4,53,23.1,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Nov,43,2009,44.5
2010-07-15,Mc Clure Pass,618,0,12,76,47.9,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Jul,65,2010,36.5
2010-10-01,Mc Clure Pass,618,0,0,61,33.2,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Oct,50.5,2010,41
2010-12-01,Mc Clure Pass,618,3.4,15,40,16.4,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Dec,33,2010,45
2012-04-15,Mc Clure Pass,618,1.6,10,58,25.9,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Apr,46.5,2012,13.5
2013-05-15,Mc Clure Pass,618,0,0,60,32.6,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,May,50.5,2013,38.5
2013-09-01,Mc Clure Pass,618,0,0,69,39.8,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Sep,59.5,2013,12
2014-05-15,Mc Clure Pass,618,0.1,1,64,32.6,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,May,53,2014,27.5
2015-02-01,Mc Clure Pass,618,8,29,51,15.1,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Feb,39.5,2015,18.5
2015-03-15,Mc Clure Pass,618,10.6,29,55,20.7,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Mar,43.5,2015,31.5
2015-10-01,Mc Clure Pass,618,0,0,73,33.2,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Oct,58.5,2015,17
2016-11-01,Mc Clure Pass,618,0,0,56,23.1,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Nov,45.5,2016,17.5
2017-02-01,Mc Clure Pass,618,14.5,47,44,15.1,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Feb,36,2017,18.5
2017-03-15,Mc Clure Pass,618,16.5,37,53,20.7,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Mar,44,2017,12
2017-09-01,Mc Clure Pass,618,0,0,73,39.8,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Sep,61,2017,18.5
2017-11-01,Mc Clure Pass,618,0,0,52,23.1,1979-10-01,2018-05-09,39.13,-107.29,9499,Pitkin,Nov,43.5,2017,17.5
2002-12-01,Mccoy Park,1040,4.9,NA,1270,14.5,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Dec,3135,2002,3
2002-12-15,Mccoy Park,1040,5.3,NA,5079,14.5,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Dec,5190.5,2002,1
2003-01-01,Mccoy Park,1040,6.4,NA,5422,15.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Jan,5377,2003,2
2003-01-15,Mccoy Park,1040,7,NA,5439,15.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Jan,5386,2003,1
2003-02-01,Mccoy Park,1040,7.3,NA,3989,15.1,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Feb,4114.5,2003,1
2003-02-15,Mccoy Park,1040,8.5,NA,34,15.1,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Feb,708,2003,4
2003-03-01,Mccoy Park,1040,10.6,NA,868,21.7,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Mar,2108.5,2003,1
2003-04-15,Mccoy Park,1040,11.9,32,35,26.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Apr,179,2003,5
2003-05-01,Mccoy Park,1040,10.8,25,29,35.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,May,1010.5,2003,1
2003-12-15,Mccoy Park,1040,4.3,27,-66,14.5,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Dec,2023.5,2003,4
2004-01-01,Mccoy Park,1040,5.5,29,-41,15.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Jan,2178.5,2004,3
2005-05-15,Mccoy Park,1040,6.5,18,64,35.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,May,52.5,2005,38.5
2007-08-01,Mccoy Park,1040,0,7,72,47,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Aug,256,2007,1
2012-04-15,Mccoy Park,1040,0.7,7,57,26.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Apr,45.5,2012,17.5
2013-09-01,Mccoy Park,1040,0,0,69,40.6,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Sep,59,2013,18.5
2014-05-15,Mccoy Park,1040,4.2,11,62,35.3,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,May,52,2014,27.5
2014-12-01,Mccoy Park,1040,3.3,14,45,14.5,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Dec,35.5,2014,45
2015-02-01,Mccoy Park,1040,8.9,34,46,15.1,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Feb,36,2015,40.5
2015-10-01,Mccoy Park,1040,0,0,64,33.5,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Oct,52,2015,41
2016-11-01,Mccoy Park,1040,0,0,55,23.7,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Nov,44,2016,44.5
2017-02-01,Mccoy Park,1040,10.5,41,44,15.1,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Feb,35,2017,40.5
2017-03-15,Mccoy Park,1040,13.4,38,51,21.7,2002-10-01,2018-05-09,39.6,-106.54,9479,Eagle,Mar,41.5,2017,31.5
2005-06-15,Medano Pass,914,0,0,71,37.4,1995-10-01,2018-05-09,37.85,-105.44,9646,Saguache,Jun,252.5,2005,3
